Freq.	V(oh)
1.19587939890798e+003	(-3.23567896536963e+001dB,1.66536875917012e+002°)
1.20003119142869e+003	(-3.22961052285834e+001dB,1.66554751877300e+002°)
1.20419739792888e+003	(-3.22354061569309e+001dB,1.66572465679139e+002°)
1.20837806845029e+003	(-3.21746924088491e+001dB,1.66590017358913e+002°)
1.21257325320835e+003	(-3.21139639537407e+001dB,1.66607406950790e+002°)
1.21678300259284e+003	(-3.20532207602977e+001dB,1.66624634486695e+002°)
1.22100736716848e+003	(-3.19924627964991e+001dB,1.66641699996297e+002°)
1.22524639767554e+003	(-3.19316900296081e+001dB,1.66658603506987e+002°)
1.22950014503044e+003	(-3.18709024261692e+001dB,1.66675345043857e+002°)
1.23376866032638e+003	(-3.18100999520057e+001dB,1.66691924629680e+002°)
1.23805199483394e+003	(-3.17492825722168e+001dB,1.66708342284894e+002°)
1.24235020000170e+003	(-3.16884502511747e+001dB,1.66724598027576e+002°)
1.24666332745683e+003	(-3.16276029525215e+001dB,1.66740691873427e+002°)
1.25099142900578e+003	(-3.15667406391669e+001dB,1.66756623835746e+002°)
1.25533455663483e+003	(-3.15058632732846e+001dB,1.66772393925416e+002°)
1.25969276251076e+003	(-3.14449708163094e+001dB,1.66788002150876e+002°)
1.26406609898144e+003	(-3.13840632289347e+001dB,1.66803448518109e+002°)
1.26845461857649e+003	(-3.13231404711087e+001dB,1.66818733030610e+002°)
1.27285837400790e+003	(-3.12622025020316e+001dB,1.66833855689375e+002°)
1.27727741817067e+003	(-3.12012492801526e+001dB,1.66848816492874e+002°)
1.28171180414343e+003	(-3.11402807631664e+001dB,1.66863615437030e+002°)
1.28616158518908e+003	(-3.10792969080099e+001dB,1.66878252515201e+002°)
1.29062681475544e+003	(-3.10182976708596e+001dB,1.66892727718153e+002°)
1.29510754647589e+003	(-3.09572830071271e+001dB,1.66907041034042e+002°)
1.29960383417001e+003	(-3.08962528714569e+001dB,1.66921192448389e+002°)
1.30411573184424e+003	(-3.08352072177223e+001dB,1.66935181944060e+002°)
1.30864329369249e+003	(-3.07741459990219e+001dB,1.66949009501243e+002°)
1.31318657409683e+003	(-3.07130691676765e+001dB,1.66962675097426e+002°)
1.31774562762815e+003	(-3.06519766752254e+001dB,1.66976178707370e+002°)
1.32232050904677e+003	(-3.05908684724225e+001dB,1.66989520303092e+002°)
1.32691127330314e+003	(-3.05297445092333e+001dB,1.67002699853839e+002°)
1.33151797553848e+003	(-3.04686047348304e+001dB,1.67015717326062e+002°)
1.33614067108543e+003	(-3.04074490975906e+001dB,1.67028572683397e+002°)
1.34077941546875e+003	(-3.03462775450904e+001dB,1.67041265886640e+002°)
1.34543426440598e+003	(-3.02850900241027e+001dB,1.67053796893719e+002°)
1.35010527380807e+003	(-3.02238864805926e+001dB,1.67066165659676e+002°)
1.35479249978008e+003	(-3.01626668597139e+001dB,1.67078372136638e+002°)
1.35949599862188e+003	(-3.01014311058044e+001dB,1.67090416273795e+002°)
1.36421582682877e+003	(-3.00401791623827e+001dB,1.67102298017371e+002°)
1.36895204109220e+003	(-2.99789109721436e+001dB,1.67114017310606e+002°)
1.37370469830044e+003	(-2.99176264769543e+001dB,1.67125574093723e+002°)
1.37847385553927e+003	(-2.98563256178499e+001dB,1.67136968303909e+002°)
1.38325957009262e+003	(-2.97950083350295e+001dB,1.67148199875285e+002°)
1.38806189944335e+003	(-2.97336745678518e+001dB,1.67159268738879e+002°)
1.39288090127384e+003	(-2.96723242548309e+001dB,1.67170174822607e+002°)
1.39771663346675e+003	(-2.96109573336316e+001dB,1.67180918051236e+002°)
1.40256915410570e+003	(-2.95495737410655e+001dB,1.67191498346367e+002°)
1.40743852147594e+003	(-2.94881734130859e+001dB,1.67201915626401e+002°)
1.41232479406509e+003	(-2.94267562847840e+001dB,1.67212169806516e+002°)
1.41722803056382e+003	(-2.93653222903837e+001dB,1.67222260798635e+002°)
1.42214828986655e+003	(-2.93038713632372e+001dB,1.67232188511405e+002°)
1.42708563107219e+003	(-2.92424034358204e+001dB,1.67241952850162e+002°)
1.43204011348480e+003	(-2.91809184397281e+001dB,1.67251553716906e+002°)
1.43701179661433e+003	(-2.91194163056690e+001dB,1.67260991010272e+002°)
1.44200074017737e+003	(-2.90578969634613e+001dB,1.67270264625501e+002°)
1.44700700409778e+003	(-2.89963603420273e+001dB,1.67279374454411e+002°)
1.45203064850750e+003	(-2.89348063693886e+001dB,1.67288320385366e+002°)
1.45707173374721e+003	(-2.88732349726612e+001dB,1.67297102303248e+002°)
1.46213032036708e+003	(-2.88116460780503e+001dB,1.67305720089424e+002°)
1.46720646912752e+003	(-2.87500396108452e+001dB,1.67314173621721e+002°)
1.47230024099984e+003	(-2.86884154954141e+001dB,1.67322462774389e+002°)
1.47741169716707e+003	(-2.86267736551987e+001dB,1.67330587418073e+002°)
1.48254089902464e+003	(-2.85651140127090e+001dB,1.67338547419782e+002°)
1.48768790818110e+003	(-2.85034364895179e+001dB,1.67346342642855e+002°)
1.49285278645893e+003	(-2.84417410062559e+001dB,1.67353972946930e+002°)
1.49803559589523e+003	(-2.83800274826051e+001dB,1.67361438187914e+002°)
1.50323639874246e+003	(-2.83182958372942e+001dB,1.67368738217944e+002°)
1.50845525746923e+003	(-2.82565459880926e+001dB,1.67375872885362e+002°)
1.51369223476100e+003	(-2.81947778518047e+001dB,1.67382842034673e+002°)
1.51894739352087e+003	(-2.81329913442640e+001dB,1.67389645506516e+002°)
1.52422079687034e+003	(-2.80711863803276e+001dB,1.67396283137630e+002°)
1.52951250815003e+003	(-2.80093628738700e+001dB,1.67402754760818e+002°)
1.53482259092047e+003	(-2.79475207377772e+001dB,1.67409060204910e+002°)
1.54015110896285e+003	(-2.78856598839409e+001dB,1.67415199294730e+002°)
1.54549812627980e+003	(-2.78237802232521e+001dB,1.67421171851061e+002°)
1.55086370709615e+003	(-2.77618816655949e+001dB,1.67426977690605e+002°)
1.55624791585970e+003	(-2.76999641198405e+001dB,1.67432616625950e+002°)
1.56165081724200e+003	(-2.76380274938409e+001dB,1.67438088465531e+002°)
1.56707247613913e+003	(-2.75760716944224e+001dB,1.67443393013591e+002°)
1.57251295767245e+003	(-2.75140966273787e+001dB,1.67448530070147e+002°)
1.57797232718942e+003	(-2.74521021974655e+001dB,1.67453499430948e+002°)
1.58345065026438e+003	(-2.73900883083927e+001dB,1.67458300887437e+002°)
1.58894799269930e+003	(-2.73280548628186e+001dB,1.67462934226712e+002°)
1.59446442052464e+003	(-2.72660017623425e+001dB,1.67467399231487e+002°)
1.60000000000005e+003	(-2.72039289074984e+001dB,1.67471695680050e+002°)
1.60555479761525e+003	(-2.71418361977477e+001dB,1.67475823346222e+002°)
1.61112888009080e+003	(-2.70797235314727e+001dB,1.67479781999318e+002°)
1.61672231437887e+003	(-2.70175908059689e+001dB,1.67483571404104e+002°)
1.62233516766409e+003	(-2.69554379174385e+001dB,1.67487191320754e+002°)
1.62796750736435e+003	(-2.68932647609828e+001dB,1.67490641504806e+002°)
1.63361940113156e+003	(-2.68310712305951e+001dB,1.67493921707124e+002°)
1.63929091685253e+003	(-2.67688572191531e+001dB,1.67497031673849e+002°)
1.64498212264975e+003	(-2.67066226184118e+001dB,1.67499971146354e+002°)
1.65069308688222e+003	(-2.66443673189956e+001dB,1.67502739861205e+002°)
1.65642387814625e+003	(-2.65820912103910e+001dB,1.67505337550109e+002°)
1.66217456527631e+003	(-2.65197941809387e+001dB,1.67507763939873e+002°)
1.66794521734584e+003	(-2.64574761178259e+001dB,1.67510018752352e+002°)
1.67373590366810e+003	(-2.63951369070784e+001dB,1.67512101704409e+002°)
1.67954669379696e+003	(-2.63327764335525e+001dB,1.67514012507859e+002°)
1.68537765752779e+003	(-2.62703945809273e+001dB,1.67515750869427e+002°)
1.69122886489826e+003	(-2.62079912316964e+001dB,1.67517316490697e+002°)
1.69710038618920e+003	(-2.61455662671594e+001dB,1.67518709068060e+002°)
1.70299229192543e+003	(-2.60831195674140e+001dB,1.67519928292668e+002°)
1.70890465287661e+003	(-2.60206510113475e+001dB,1.67520973850380e+002°)
1.71483754005812e+003	(-2.59581604766281e+001dB,1.67521845421710e+002°)
1.72079102473186e+003	(-2.58956478396965e+001dB,1.67522542681778e+002°)
1.72676517840714e+003	(-2.58331129757572e+001dB,1.67523065300255e+002°)
1.73276007284153e+003	(-2.57705557587696e+001dB,1.67523412941309e+002°)
1.73877578004175e+003	(-2.57079760614395e+001dB,1.67523585263551e+002°)
1.74481237226446e+003	(-2.56453737552095e+001dB,1.67523581919981e+002°)
1.75086992201724e+003	(-2.55827487102505e+001dB,1.67523402557933e+002°)
1.75694850205933e+003	(-2.55201007954522e+001dB,1.67523046819014e+002°)
1.76304818540263e+003	(-2.54574298784142e+001dB,1.67522514339054e+002°)
1.76916904531248e+003	(-2.53947358254361e+001dB,1.67521804748042e+002°)
1.77531115530861e+003	(-2.53320185015086e+001dB,1.67520917670069e+002°)
1.78147458916595e+003	(-2.52692777703033e+001dB,1.67519852723271e+002°)
1.78765942091561e+003	(-2.52065134941640e+001dB,1.67518609519767e+002°)
1.79386572484567e+003	(-2.51437255340956e+001dB,1.67517187665595e+002°)
1.80009357550215e+003	(-2.50809137497555e+001dB,1.67515586760657e+002°)
1.80634304768987e+003	(-2.50180779994426e+001dB,1.67513806398649e+002°)
1.81261421647333e+003	(-2.49552181400880e+001dB,1.67511846167003e+002°)
1.81890715717768e+003	(-2.48923340272442e+001dB,1.67509705646820e+002°)
1.82522194538953e+003	(-2.48294255150750e+001dB,1.67507384412804e+002°)
1.83155865695795e+003	(-2.47664924563453e+001dB,1.67504882033199e+002°)
1.83791736799531e+003	(-2.47035347024100e+001dB,1.67502198069720e+002°)
1.84429815487824e+003	(-2.46405521032039e+001dB,1.67499332077483e+002°)
1.85070109424852e+003	(-2.45775445072307e+001dB,1.67496283604941e+002°)
1.85712626301401e+003	(-2.45145117615519e+001dB,1.67493052193810e+002°)
1.86357373834959e+003	(-2.44514537117763e+001dB,1.67489637379000e+002°)
1.87004359769805e+003	(-2.43883702020482e+001dB,1.67486038688545e+002°)
1.87653591877106e+003	(-2.43252610750368e+001dB,1.67482255643524e+002°)
1.88305077955009e+003	(-2.42621261719246e+001dB,1.67478287757997e+002°)
1.88958825828731e+003	(-2.41989653323955e+001dB,1.67474134538921e+002°)
1.89614843350659e+003	(-2.41357783946238e+001dB,1.67469795486080e+002°)
1.90273138400441e+003	(-2.40725651952623e+001dB,1.67465270092006e+002°)
1.90933718885081e+003	(-2.40093255694300e+001dB,1.67460557841902e+002°)
1.91596592739035e+003	(-2.39460593507007e+001dB,1.67455658213560e+002°)
1.92261767924302e+003	(-2.38827663710905e+001dB,1.67450570677287e+002°)
1.92929252430528e+003	(-2.38194464610456e+001dB,1.67445294695818e+002°)
1.93599054275093e+003	(-2.37560994494300e+001dB,1.67439829724236e+002°)
1.94271181503214e+003	(-2.36927251635129e+001dB,1.67434175209889e+002°)
1.94945642188037e+003	(-2.36293234289562e+001dB,1.67428330592303e+002°)
1.95622444430737e+003	(-2.35658940698014e+001dB,1.67422295303100e+002°)
1.96301596360615e+003	(-2.35024369084568e+001dB,1.67416068765906e+002°)
1.96983106135193e+003	(-2.34389517656846e+001dB,1.67409650396267e+002°)
1.97666981940315e+003	(-2.33754384605875e+001dB,1.67403039601557e+002°)
1.98353231990244e+003	(-2.33118968105955e+001dB,1.67396235780887e+002°)
1.99041864527761e+003	(-2.32483266314518e+001dB,1.67389238325014e+002°)
1.99732887824264e+003	(-2.31847277372004e+001dB,1.67382046616247e+002°)
2.00426310179867e+003	(-2.31210999401709e+001dB,1.67374660028350e+002°)
2.01122139923499e+003	(-2.30574430509653e+001dB,1.67367077926451e+002°)
2.01820385413006e+003	(-2.29937568784442e+001dB,1.67359299666937e+002°)
2.02521055035251e+003	(-2.29300412297116e+001dB,1.67351324597361e+002°)
2.03224157206213e+003	(-2.28662959101014e+001dB,1.67343152056340e+002°)
2.03929700371088e+003	(-2.28025207231624e+001dB,1.67334781373450e+002°)
2.04637693004395e+003	(-2.27387154706436e+001dB,1.67326211869126e+002°)
2.05348143610071e+003	(-2.26748799524795e+001dB,1.67317442854555e+002°)
2.06061060721579e+003	(-2.26110139667749e+001dB,1.67308473631572e+002°)
2.06776452902005e+003	(-2.25471173097898e+001dB,1.67299303492547e+002°)
2.07494328744168e+003	(-2.24831897759239e+001dB,1.67289931720281e+002°)
2.08214696870716e+003	(-2.24192311577014e+001dB,1.67280357587889e+002°)
2.08937565934234e+003	(-2.23552412457548e+001dB,1.67270580358692e+002°)
2.09662944617345e+003	(-2.22912198288097e+001dB,1.67260599286100e+002°)
2.10390841632818e+003	(-2.22271666936679e+001dB,1.67250413613495e+002°)
2.11121265723670e+003	(-2.21630816251922e+001dB,1.67240022574112e+002°)
2.11854225663271e+003	(-2.20989644062890e+001dB,1.67229425390924e+002°)
2.12589730255449e+003	(-2.20348148178925e+001dB,1.67218621276513e+002°)
2.13327788334599e+003	(-2.19706326389477e+001dB,1.67207609432955e+002°)
2.14068408765785e+003	(-2.19064176463935e+001dB,1.67196389051684e+002°)
2.14811600444849e+003	(-2.18421696151453e+001dB,1.67184959313376e+002°)
2.15557372298518e+003	(-2.17778883180782e+001dB,1.67173319387810e+002°)
2.16305733284507e+003	(-2.17135735260093e+001dB,1.67161468433743e+002°)
2.17056692391635e+003	(-2.16492250076800e+001dB,1.67149405598775e+002°)
2.17810258639923e+003	(-2.15848425297382e+001dB,1.67137130019213e+002°)
2.18566441080711e+003	(-2.15204258567201e+001dB,1.67124640819934e+002°)
2.19325248796760e+003	(-2.14559747510322e+001dB,1.67111937114246e+002°)
2.20086690902366e+003	(-2.13914889729329e+001dB,1.67099018003745e+002°)
2.20850776543468e+003	(-2.13269682805133e+001dB,1.67085882578175e+002°)
2.21617514897755e+003	(-2.12624124296792e+001dB,1.67072529915278e+002°)
2.22386915174781e+003	(-2.11978211741313e+001dB,1.67058959080645e+002°)
2.23158986616072e+003	(-2.11331942653465e+001dB,1.67045169127571e+002°)
2.23933738495239e+003	(-2.10685314525580e+001dB,1.67031159096897e+002°)
2.24711180118087e+003	(-2.10038324827360e+001dB,1.67016928016857e+002°)
2.25491320822731e+003	(-2.09390971005677e+001dB,1.67002474902919e+002°)
2.26274169979703e+003	(-2.08743250484368e+001dB,1.66987798757626e+002°)
2.27059736992069e+003	(-2.08095160664041e+001dB,1.66972898570435e+002°)
2.27848031295539e+003	(-2.07446698921859e+001dB,1.66957773317545e+002°)
2.28639062358583e+003	(-2.06797862611341e+001dB,1.66942421961737e+002°)
2.29432839682540e+003	(-2.06148649062147e+001dB,1.66926843452201e+002°)
2.30229372801739e+003	(-2.05499055579868e+001dB,1.66911036724361e+002°)
2.31028671283607e+003	(-2.04849079445812e+001dB,1.66895000699699e+002°)
2.31830744728788e+003	(-2.04198717916787e+001dB,1.66878734285579e+002°)
2.32635602771258e+003	(-2.03547968224880e+001dB,1.66862236375064e+002°)
2.33443255078436e+003	(-2.02896827577239e+001dB,1.66845505846730e+002°)
2.34253711351308e+003	(-2.02245293155846e+001dB,1.66828541564481e+002°)
2.35066981324537e+003	(-2.01593362117294e+001dB,1.66811342377357e+002°)
2.35883074766584e+003	(-2.00941031592558e+001dB,1.66793907119340e+002°)
2.36702001479822e+003	(-2.00288298686758e+001dB,1.66776234609160e+002°)
2.37523771300656e+003	(-1.99635160478934e+001dB,1.66758323650092e+002°)
2.38348394099641e+003	(-1.98981614021807e+001dB,1.66740173029755e+002°)
2.39175879781598e+003	(-1.98327656341537e+001dB,1.66721781519904e+002°)
2.40006238285739e+003	(-1.97673284437485e+001dB,1.66703147876223e+002°)
2.40839479585779e+003	(-1.97018495281969e+001dB,1.66684270838107e+002°)
2.41675613690060e+003	(-1.96363285820017e+001dB,1.66665149128450e+002°)
2.42514650641672e+003	(-1.95707652969119e+001dB,1.66645781453424e+002°)
2.43356600518570e+003	(-1.95051593618973e+001dB,1.66626166502254e+002°)
2.44201473433698e+003	(-1.94395104631234e+001dB,1.66606302946988e+002°)
2.45049279535110e+003	(-1.93738182839253e+001dB,1.66586189442273e+002°)
2.45900029006091e+003	(-1.93080825047820e+001dB,1.66565824625110e+002°)
2.46753732065279e+003	(-1.92423028032901e+001dB,1.66545207114626e+002°)
2.47610398966791e+003	(-1.91764788541371e+001dB,1.66524335511821e+002°)
2.48470040000341e+003	(-1.91106103290748e+001dB,1.66503208399328e+002°)
2.49332665491369e+003	(-1.90446968968917e+001dB,1.66481824341157e+002°)
2.50198285801159e+003	(-1.89787382233865e+001dB,1.66460181882444e+002°)
2.51066911326969e+003	(-1.89127339713393e+001dB,1.66438279549187e+002°)
2.51938552502154e+003	(-1.88466838004845e+001dB,1.66416115847985e+002°)
2.52813219796290e+003	(-1.87805873674819e+001dB,1.66393689265770e+002°)
2.53690923715300e+003	(-1.87144443258888e+001dB,1.66370998269530e+002°)
2.54571674801583e+003	(-1.86482543261301e+001dB,1.66348041306034e+002°)
2.55455483634137e+003	(-1.85820170154701e+001dB,1.66324816801553e+002°)
2.56342360828688e+003	(-1.85157320379824e+001dB,1.66301323161565e+002°)
2.57232317037818e+003	(-1.84493990345203e+001dB,1.66277558770470e+002°)
2.58125362951090e+003	(-1.83830176426865e+001dB,1.66253521991289e+002°)
2.59021509295180e+003	(-1.83165874968030e+001dB,1.66229211165362e+002°)
2.59920766834005e+003	(-1.82501082278797e+001dB,1.66204624612044e+002°)
2.60823146368849e+003	(-1.81835794635840e+001dB,1.66179760628387e+002°)
2.61728658738499e+003	(-1.81170008282091e+001dB,1.66154617488827e+002°)
2.62637314819369e+003	(-1.80503719426419e+001dB,1.66129193444857e+002°)
2.63549125525633e+003	(-1.79836924243315e+001dB,1.66103486724698e+002°)
2.64464101809357e+003	(-1.79169618872565e+001dB,1.66077495532967e+002°)
2.65382254660631e+003	(-1.78501799418922e+001dB,1.66051218050333e+002°)
2.66303595107697e+003	(-1.77833461951775e+001dB,1.66024652433171e+002°)
2.67228134217088e+003	(-1.77164602504817e+001dB,1.65997796813210e+002°)
2.68155883093753e+003	(-1.76495217075705e+001dB,1.65970649297173e+002°)
2.69086852881198e+003	(-1.75825301625719e+001dB,1.65943207966412e+002°)
2.70021054761615e+003	(-1.75154852079418e+001dB,1.65915470876536e+002°)
2.70958499956018e+003	(-1.74483864324290e+001dB,1.65887436057034e+002°)
2.71899199724378e+003	(-1.73812334210404e+001dB,1.65859101510887e+002°)
2.72843165365756e+003	(-1.73140257550049e+001dB,1.65830465214179e+002°)
2.73790408218443e+003	(-1.72467630117380e+001dB,1.65801525115696e+002°)
2.74740939660091e+003	(-1.71794447648052e+001dB,1.65772279136519e+002°)
2.75694771107855e+003	(-1.71120705838856e+001dB,1.65742725169615e+002°)
2.76651914018527e+003	(-1.70446400347345e+001dB,1.65712861079411e+002°)
2.77612379888672e+003	(-1.69771526791468e+001dB,1.65682684701369e+002°)
2.78576180254770e+003	(-1.69096080749182e+001dB,1.65652193841547e+002°)
2.79543326693352e+003	(-1.68420057758081e+001dB,1.65621386276158e+002°)
2.80513830821141e+003	(-1.67743453315004e+001dB,1.65590259751117e+002°)
2.81487704295190e+003	(-1.67066262875650e+001dB,1.65558811981579e+002°)
2.82464958813020e+003	(-1.66388481854183e+001dB,1.65527040651471e+002°)
2.83445606112766e+003	(-1.65710105622837e+001dB,1.65494943413015e+002°)
2.84429657973313e+003	(-1.65031129511516e+001dB,1.65462517886244e+002°)
2.85417126214440e+003	(-1.64351548807390e+001dB,1.65429761658503e+002°)
2.86408022696962e+003	(-1.63671358754485e+001dB,1.65396672283947e+002°)
2.87402359322869e+003	(-1.62990554553273e+001dB,1.65363247283028e+002°)
2.88400148035476e+003	(-1.62309131360256e+001dB,1.65329484141971e+002°)
2.89401400819559e+003	(-1.61627084287547e+001dB,1.65295380312241e+002°)
2.90406129701502e+003	(-1.60944408402442e+001dB,1.65260933210003e+002°)
2.91414346749444e+003	(-1.60261098727001e+001dB,1.65226140215566e+002°)
2.92426064073419e+003	(-1.59577150237606e+001dB,1.65190998672823e+002°)
2.93441293825506e+003	(-1.58892557864535e+001dB,1.65155505888673e+002°)
2.94460048199971e+003	(-1.58207316491516e+001dB,1.65119659132443e+002°)
2.95482339433417e+003	(-1.57521420955286e+001dB,1.65083455635285e+002°)
2.96508179804930e+003	(-1.56834866045146e+001dB,1.65046892589579e+002°)
2.97537581636223e+003	(-1.56147646502503e+001dB,1.65009967148303e+002°)
2.98570557291789e+003	(-1.55459757020422e+001dB,1.64972676424413e+002°)
2.99607119179049e+003	(-1.54771192243163e+001dB,1.64935017490198e+002°)
3.00647279748495e+003	(-1.54081946765719e+001dB,1.64896987376624e+002°)
3.01691051493848e+003	(-1.53392015133345e+001dB,1.64858583072669e+002°)
3.02738446952202e+003	(-1.52701391841094e+001dB,1.64819801524642e+002°)
3.03789478704177e+003	(-1.52010071333335e+001dB,1.64780639635495e+002°)
3.04844159374071e+003	(-1.51318048003280e+001dB,1.64741094264111e+002°)
3.05902501630009e+003	(-1.50625316192495e+001dB,1.64701162224589e+002°)
3.06964518184096e+003	(-1.49931870190418e+001dB,1.64660840285508e+002°)
3.08030221792572e+003	(-1.49237704233868e+001dB,1.64620125169181e+002°)
3.09099625255962e+003	(-1.48542812506548e+001dB,1.64579013550892e+002°)
3.10172741419232e+003	(-1.47847189138549e+001dB,1.64537502058118e+002°)
3.11249583171943e+003	(-1.47150828205848e+001dB,1.64495587269739e+002°)
3.12330163448404e+003	(-1.46453723729803e+001dB,1.64453265715226e+002°)
3.13414495227828e+003	(-1.45755869676640e+001dB,1.64410533873823e+002°)
3.14502591534492e+003	(-1.45057259956947e+001dB,1.64367388173701e+002°)
3.15594465437887e+003	(-1.44357888425150e+001dB,1.64323824991105e+002°)
3.16690130052878e+003	(-1.43657748879000e+001dB,1.64279840649479e+002°)
3.17789598539863e+003	(-1.42956835059046e+001dB,1.64235431418576e+002°)
3.18892884104930e+003	(-1.42255140648107e+001dB,1.64190593513545e+002°)
3.20000000000012e+003	(-1.41552659270746e+001dB,1.64145323094012e+002°)
3.21110959523053e+003	(-1.40849384492734e+001dB,1.64099616263126e+002°)
3.22225776018162e+003	(-1.40145309820517e+001dB,1.64053469066600e+002°)
3.23344462875777e+003	(-1.39440428700672e+001dB,1.64006877491725e+002°)
3.24467033532822e+003	(-1.38734734519367e+001dB,1.63959837466366e+002°)
3.25593501472872e+003	(-1.38028220601819e+001dB,1.63912344857938e+002°)
3.26723880226314e+003	(-1.37320880211741e+001dB,1.63864395472361e+002°)
3.27858183370509e+003	(-1.36612706550795e+001dB,1.63815985052996e+002°)
3.28996424529954e+003	(-1.35903692758038e+001dB,1.63767109279551e+002°)
3.30138617376447e+003	(-1.35193831909369e+001dB,1.63717763766979e+002°)
3.31284775629253e+003	(-1.34483117016967e+001dB,1.63667944064338e+002°)
3.32434913055265e+003	(-1.33771541028738e+001dB,1.63617645653640e+002°)
3.33589043469172e+003	(-1.33059096827748e+001dB,1.63566863948665e+002°)
3.34747180733622e+003	(-1.32345777231665e+001dB,1.63515594293765e+002°)
3.35909338759394e+003	(-1.31631574992189e+001dB,1.63463831962625e+002°)
3.37075531505560e+003	(-1.30916482794494e+001dB,1.63411572157015e+002°)
3.38245772979655e+003	(-1.30200493256654e+001dB,1.63358810005507e+002°)
3.39420077237843e+003	(-1.29483598929080e+001dB,1.63305540562167e+002°)
3.40598458385088e+003	(-1.28765792293948e+001dB,1.63251758805219e+002°)
3.41780930575326e+003	(-1.28047065764635e+001dB,1.63197459635684e+002°)
3.42967508011627e+003	(-1.27327411685147e+001dB,1.63142637875986e+002°)
3.44158204946374e+003	(-1.26606822329550e+001dB,1.63087288268532e+002°)
3.45353035681430e+003	(-1.25885289901406e+001dB,1.63031405474263e+002°)
3.46552014568309e+003	(-1.25162806533200e+001dB,1.62974984071168e+002°)
3.47755156008352e+003	(-1.24439364285776e+001dB,1.62918018552773e+002°)
3.48962474452896e+003	(-1.23714955147774e+001dB,1.62860503326597e+002°)
3.50173984403450e+003	(-1.22989571035065e+001dB,1.62802432712569e+002°)
3.51389700411870e+003	(-1.22263203790189e+001dB,1.62743800941422e+002°)
3.52609637080529e+003	(-1.21535845181797e+001dB,1.62684602153041e+002°)
3.53833809062500e+003	(-1.20807486904099e+001dB,1.62624830394783e+002°)
3.55062231061724e+003	(-1.20078120576304e+001dB,1.62564479619759e+002°)
3.56294917833194e+003	(-1.19347737742082e+001dB,1.62503543685077e+002°)
3.57531884183124e+003	(-1.18616329869011e+001dB,1.62442016350051e+002°)
3.58773144969137e+003	(-1.17883888348043e+001dB,1.62379891274364e+002°)
3.60018715100433e+003	(-1.17150404492967e+001dB,1.62317162016202e+002°)
3.61268609537976e+003	(-1.16415869539887e+001dB,1.62253822030337e+002°)
3.62522843294670e+003	(-1.15680274646693e+001dB,1.62189864666170e+002°)
3.63781431435539e+003	(-1.14943610892554e+001dB,1.62125283165739e+002°)
3.65044389077910e+003	(-1.14205869277409e+001dB,1.62060070661675e+002°)
3.66311731391594e+003	(-1.13467040721466e+001dB,1.61994220175113e+002°)
3.67583473599066e+003	(-1.12727116064723e+001dB,1.61927724613563e+002°)
3.68859630975651e+003	(-1.11986086066478e+001dB,1.61860576768728e+002°)
3.70140218849707e+003	(-1.11243941404874e+001dB,1.61792769314279e+002°)
3.71425252602805e+003	(-1.10500672676431e+001dB,1.61724294803573e+002°)
3.72714747669921e+003	(-1.09756270395613e+001dB,1.61655145667332e+002°)
3.74008719539613e+003	(-1.09010724994390e+001dB,1.61585314211255e+002°)
3.75307183754216e+003	(-1.08264026821829e+001dB,1.61514792613590e+002°)
3.76610155910021e+003	(-1.07516166143692e+001dB,1.61443572922647e+002°)
3.77917651657465e+003	(-1.06767133142050e+001dB,1.61371647054250e+002°)
3.79229686701321e+003	(-1.06016917914920e+001dB,1.61299006789142e+002°)
3.80546276800886e+003	(-1.05265510475920e+001dB,1.61225643770320e+002°)
3.81867437770166e+003	(-1.04512900753935e+001dB,1.61151549500319e+002°)
3.83193185478072e+003	(-1.03759078592818e+001dB,1.61076715338433e+002°)
3.84523535848608e+003	(-1.03004033751106e+001dB,1.61001132497867e+002°)
3.85858504861059e+003	(-1.02247755901756e+001dB,1.60924792042829e+002°)
3.87198108550189e+003	(-1.01490234631917e+001dB,1.60847684885558e+002°)
3.88542363006431e+003	(-1.00731459442723e+001dB,1.60769801783279e+002°)
3.89891284376077e+003	(-9.99714197491120e+000dB,1.60691133335093e+002°)
3.91244888861478e+003	(-9.92101048796792e+000dB,1.60611669978790e+002°)
3.92603192721233e+003	(-9.84475040765668e+000dB,1.60531401987596e+002°)
3.93966212270389e+003	(-9.76836064953759e+000dB,1.60450319466839e+002°)
3.95333963880633e+003	(-9.69184012051271e+000dB,1.60368412350545e+002°)
3.96706463980492e+003	(-9.61518771882493e+000dB,1.60285670397945e+002°)
3.98083729055526e+003	(-9.53840233406158e+000dB,1.60202083189916e+002°)
3.99465775648532e+003	(-9.46148284716171e+000dB,1.60117640125324e+002°)
4.00852620359737e+003	(-9.38442813042845e+000dB,1.60032330417293e+002°)
4.02244279847001e+003	(-9.30723704754541e+000dB,1.59946143089386e+002°)
4.03640770826016e+003	(-9.22990845359859e+000dB,1.59859066971691e+002°)
4.05042110070506e+003	(-9.15244119510345e+000dB,1.59771090696824e+002°)
4.06448314412429e+003	(-9.07483411003719e+000dB,1.59682202695832e+002°)
4.07859400742180e+003	(-8.99708602787739e+000dB,1.59592391194008e+002°)
4.09275386008794e+003	(-8.91919576964614e+000dB,1.59501644206596e+002°)
4.10696287220146e+003	(-8.84116214796140e+000dB,1.59409949534412e+002°)
4.12122121443161e+003	(-8.76298396709440e+000dB,1.59317294759346e+002°)
